customer_id,has_sms_fin,has_internet_fin,has_tabungan,has_giro,has_deposito,has_loan,umur_rekening
c0058,0.0,0.0,1.0,0.0,0.0,0.0,18.0
c0059,1.0,1.0,1.0,0.0,0.0,0.0,50.0
c0060,0.0,1.0,1.0,0.0,1.0,0.0,41.0
c0061,0.0,1.0,1.0,0.0,0.0,0.0,10.0
c0062,1.0,0.0,1.0,1.0,1.0,1.0,146.0
c0063,1.0,1.0,1.0,0.0,0.0,1.0,63.0
c0064,1.0,1.0,1.0,0.0,0.0,0.0,0.0
c0065,0.0,1.0,1.0,0.0,0.0,0.0,1.0
c0066,0.0,0.0,1.0,0.0,0.0,0.0,97.0
c0067,0.0,0.0,1.0,0.0,0.0,0.0,49.0
c0068,0.0,1.0,1.0,0.0,1.0,1.0,79.0
c0069,0.0,1.0,1.0,1.0,0.0,1.0,171.0
c0070,0.0,0.0,1.0,0.0,0.0,0.0,1.0
c0071,1.0,1.0,1.0,0.0,0.0,0.0,29.0
c0072,0.0,1.0,1.0,1.0,0.0,0.0,37.0
c0073,0.0,1.0,1.0,0.0,0.0,1.0,64.0
c0074,0.0,1.0,1.0,0.0,0.0,0.0,65.0
c0075,0.0,1.0,1.0,0.0,0.0,0.0,221.0
c0076,1.0,1.0,1.0,1.0,0.0,0.0,61.0
c0077,0.0,1.0,1.0,0.0,0.0,1.0,37.0
c0078,0.0,0.0,1.0,0.0,0.0,0.0,0.0
c0079,0.0,0.0,1.0,0.0,0.0,0.0,0.0
c0080,1.0,1.0,1.0,0.0,0.0,0.0,113.0
c0081,1.0,1.0,1.0,0.0,0.0,0.0,78.0
c0082,0.0,0.0,1.0,0.0,0.0,0.0,1.0
c0083,0.0,1.0,1.0,0.0,0.0,0.0,66.0
c0084,0.0,1.0,1.0,0.0,0.0,0.0,52.0
c0085,1.0,1.0,1.0,0.0,0.0,0.0,1.0
c0086,0.0,1.0,1.0,0.0,0.0,1.0,17.0
c0087,1.0,1.0,1.0,1.0,1.0,0.0,91.0
c0088,1.0,1.0,1.0,1.0,0.0,0.0,74.0
c0089,0.0,0.0,1.0,0.0,0.0,0.0,60.0
c0090,0.0,1.0,1.0,1.0,0.0,0.0,86.0
c0091,1.0,1.0,1.0,0.0,1.0,1.0,61.0
c0092,0.0,0.0,1.0,0.0,0.0,0.0,76.0
c0093,0.0,0.0,1.0,0.0,0.0,0.0,48.0
c0094,0.0,1.0,1.0,0.0,0.0,0.0,108.0
c0095,1.0,1.0,1.0,1.0,1.0,1.0,47.0
c0096,1.0,1.0,1.0,0.0,0.0,0.0,61.0
c0097,0.0,1.0,1.0,0.0,0.0,0.0,14.0
c0098,0.0,1.0,1.0,1.0,0.0,1.0,65.0
c0099,0.0,0.0,1.0,0.0,0.0,0.0,269.0
c0100,1.0,0.0,1.0,1.0,0.0,1.0,74.0
c0101,0.0,0.0,1.0,0.0,1.0,0.0,73.0
c0102,0.0,1.0,1.0,0.0,0.0,0.0,46.0
c0103,0.0,1.0,1.0,0.0,0.0,0.0,0.0
c0104,1.0,1.0,1.0,0.0,0.0,1.0,60.0
c0105,0.0,1.0,1.0,0.0,0.0,0.0,56.0
c0106,0.0,1.0,1.0,0.0,0.0,0.0,269.0
c0107,0.0,0.0,1.0,0.0,0.0,0.0,14.0
c0108,0.0,1.0,1.0,0.0,0.0,0.0,93.0
c0109,1.0,1.0,1.0,0.0,0.0,1.0,97.0
c0110,1.0,0.0,1.0,0.0,0.0,0.0,73.0
c0111,1.0,1.0,0.0,1.0,0.0,1.0,64.0
c0112,1.0,0.0,1.0,0.0,1.0,0.0,98.0
c0113,1.0,1.0,1.0,1.0,0.0,0.0,96.0
c0114,0.0,1.0,1.0,0.0,0.0,0.0,93.0
c0115,0.0,0.0,1.0,1.0,0.0,1.0,61.0
c0116,1.0,1.0,1.0,0.0,0.0,1.0,69.0
c0117,0.0,1.0,1.0,1.0,0.0,0.0,32.0
c0118,0.0,1.0,1.0,0.0,0.0,0.0,0.0
c0119,1.0,1.0,1.0,1.0,1.0,1.0,139.0
c0120,0.0,0.0,1.0,0.0,0.0,0.0,45.0
c0121,0.0,0.0,1.0,0.0,1.0,0.0,0.0
c0122,1.0,1.0,1.0,1.0,0.0,0.0,51.0
c0123,1.0,1.0,1.0,0.0,0.0,0.0,218.0
c0124,0.0,1.0,1.0,0.0,0.0,0.0,54.0
c0125,1.0,1.0,1.0,0.0,1.0,0.0,262.0
c0126,1.0,1.0,1.0,0.0,0.0,1.0,100.0
c0127,0.0,1.0,1.0,0.0,0.0,0.0,6.0
c0128,1.0,0.0,1.0,0.0,0.0,0.0,12.0
c0129,0.0,1.0,1.0,0.0,0.0,0.0,79.0
c0130,0.0,0.0,1.0,0.0,0.0,1.0,143.0
c0131,0.0,1.0,1.0,1.0,0.0,0.0,58.0
c0132,1.0,1.0,1.0,0.0,0.0,0.0,0.0
c0133,1.0,1.0,1.0,0.0,1.0,0.0,37.0
c0134,0.0,0.0,1.0,0.0,0.0,0.0,113.0
c0135,1.0,1.0,1.0,0.0,0.0,0.0,92.0
c0136,1.0,1.0,1.0,1.0,0.0,1.0,93.0
c0137,0.0,0.0,1.0,0.0,0.0,0.0,53.0
c0138,0.0,0.0,1.0,0.0,0.0,0.0,28.0
c0139,0.0,0.0,1.0,0.0,0.0,0.0,65.0
c0140,0.0,1.0,1.0,1.0,1.0,0.0,153.0
c0141,0.0,0.0,1.0,0.0,0.0,0.0,0.0
c0142,1.0,0.0,1.0,1.0,0.0,0.0,100.0
c0143,1.0,1.0,1.0,0.0,0.0,1.0,61.0
c0144,0.0,0.0,1.0,0.0,0.0,0.0,66.0
c0145,1.0,1.0,1.0,0.0,0.0,0.0,112.0
c0146,1.0,1.0,1.0,0.0,0.0,0.0,97.0
c0147,0.0,1.0,1.0,0.0,0.0,0.0,2.0
c0148,1.0,1.0,1.0,0.0,0.0,1.0,58.0
c0149,0.0,0.0,1.0,0.0,0.0,0.0,57.0
c0150,1.0,1.0,1.0,0.0,0.0,0.0,142.0
c0151,1.0,1.0,1.0,0.0,0.0,0.0,111.0
c0152,0.0,0.0,1.0,0.0,0.0,1.0,25.0
c0153,0.0,1.0,1.0,0.0,1.0,0.0,52.0
c0154,0.0,0.0,1.0,0.0,1.0,0.0,48.0
c0155,1.0,1.0,1.0,0.0,0.0,0.0,0.0
c0156,1.0,1.0,1.0,0.0,0.0,0.0,74.0
c0157,1.0,1.0,1.0,0.0,0.0,1.0,41.0
c0158,1.0,1.0,1.0,1.0,0.0,0.0,153.0
c0159,1.0,0.0,1.0,0.0,0.0,0.0,1.0
c0160,0.0,0.0,1.0,0.0,0.0,1.0,81.0
c0161,1.0,0.0,1.0,0.0,0.0,1.0,82.0
c0162,0.0,0.0,1.0,0.0,0.0,0.0,71.0
c0163,0.0,0.0,1.0,0.0,0.0,1.0,28.0
c0164,1.0,1.0,1.0,0.0,1.0,0.0,2.0
c0165,1.0,1.0,1.0,0.0,0.0,0.0,0.0
c0166,1.0,1.0,1.0,0.0,0.0,0.0,78.0
c0167,0.0,1.0,1.0,0.0,0.0,0.0,47.0
c0168,0.0,0.0,1.0,1.0,0.0,0.0,41.0
c0169,0.0,1.0,1.0,0.0,0.0,1.0,32.0
c0170,1.0,1.0,1.0,1.0,1.0,1.0,4.0
c0171,0.0,0.0,1.0,0.0,0.0,1.0,81.0
c0172,1.0,1.0,1.0,0.0,0.0,0.0,46.0
c0173,0.0,1.0,1.0,0.0,0.0,1.0,10.0
c0174,0.0,1.0,1.0,1.0,0.0,1.0,67.0
c0175,1.0,1.0,1.0,1.0,0.0,0.0,59.0
c0176,0.0,0.0,1.0,0.0,0.0,0.0,63.0
c0177,1.0,1.0,1.0,0.0,0.0,1.0,57.0
c0178,1.0,0.0,1.0,0.0,0.0,1.0,177.0
c0179,0.0,0.0,1.0,0.0,0.0,0.0,25.0
c0180,0.0,0.0,1.0,0.0,0.0,0.0,108.0
c0181,0.0,1.0,1.0,0.0,0.0,0.0,56.0
c0182,0.0,0.0,1.0,0.0,0.0,1.0,141.0
c0183,1.0,1.0,1.0,0.0,0.0,1.0,1.0
c0184,0.0,1.0,1.0,1.0,1.0,1.0,10.0
c0185,1.0,0.0,1.0,0.0,0.0,0.0,95.0
c0186,0.0,1.0,1.0,0.0,0.0,0.0,1.0
c0187,0.0,1.0,1.0,0.0,0.0,1.0,12.0
c0188,1.0,1.0,1.0,0.0,0.0,0.0,13.0
c0189,0.0,0.0,1.0,1.0,0.0,0.0,106.0
c0190,0.0,0.0,1.0,0.0,1.0,0.0,1.0
c0191,0.0,1.0,1.0,0.0,0.0,0.0,52.0
c0192,1.0,1.0,1.0,0.0,0.0,0.0,126.0
c0193,0.0,0.0,1.0,0.0,0.0,0.0,1.0
c0194,0.0,0.0,1.0,0.0,0.0,0.0,124.0
c0195,0.0,0.0,1.0,0.0,0.0,0.0,9.0
c0196,1.0,1.0,1.0,0.0,0.0,0.0,8.0
c0197,0.0,1.0,1.0,0.0,0.0,0.0,2.0
c0198,1.0,0.0,1.0,1.0,0.0,0.0,128.0
c0199,0.0,1.0,0.0,1.0,0.0,1.0,2.0
c0200,0.0,1.0,1.0,0.0,0.0,0.0,55.0
c0201,0.0,1.0,1.0,0.0,1.0,1.0,103.0
c0202,0.0,0.0,1.0,0.0,0.0,0.0,30.0
c0203,1.0,1.0,1.0,0.0,1.0,0.0,160.0
c0204,1.0,0.0,1.0,1.0,0.0,0.0,107.0
c0205,1.0,1.0,1.0,0.0,0.0,0.0,120.0
c0206,1.0,1.0,1.0,0.0,0.0,0.0,77.0
c0207,0.0,1.0,1.0,1.0,0.0,1.0,210.0
c0208,0.0,1.0,1.0,1.0,0.0,0.0,96.0
c0209,0.0,0.0,1.0,0.0,0.0,0.0,62.0
c0210,1.0,1.0,1.0,0.0,0.0,0.0,60.0
c0211,0.0,0.0,1.0,0.0,0.0,0.0,1.0
c0212,1.0,0.0,1.0,0.0,0.0,1.0,191.0
c0213,0.0,1.0,1.0,1.0,0.0,0.0,71.0
c0214,0.0,0.0,1.0,0.0,0.0,0.0,47.0
c0215,0.0,0.0,1.0,0.0,0.0,1.0,32.0
c0216,1.0,1.0,1.0,1.0,0.0,1.0,124.0
c0217,0.0,1.0,1.0,0.0,0.0,0.0,2.0
c0218,1.0,1.0,1.0,1.0,1.0,0.0,74.0
c0219,1.0,1.0,1.0,0.0,0.0,0.0,47.0
c0220,1.0,1.0,1.0,0.0,0.0,1.0,39.0
c0221,0.0,0.0,1.0,0.0,0.0,1.0,10.0
c0222,0.0,0.0,1.0,0.0,0.0,0.0,0.0
c0223,0.0,1.0,1.0,0.0,0.0,0.0,85.0
c0224,0.0,1.0,1.0,0.0,0.0,0.0,2.0
c0225,1.0,1.0,1.0,0.0,0.0,0.0,78.0
c0226,0.0,1.0,1.0,0.0,0.0,1.0,69.0
c0227,0.0,0.0,1.0,0.0,0.0,0.0,35.0
c0228,0.0,1.0,1.0,0.0,0.0,0.0,32.0
c0229,1.0,1.0,1.0,0.0,0.0,0.0,115.0
c0230,1.0,0.0,1.0,0.0,0.0,0.0,112.0
c0231,1.0,1.0,1.0,0.0,0.0,0.0,0.0
c0232,1.0,0.0,1.0,1.0,0.0,0.0,88.0
c0233,0.0,1.0,1.0,0.0,0.0,0.0,4.0
c0234,1.0,1.0,1.0,0.0,0.0,0.0,1.0
c0235,0.0,0.0,1.0,0.0,0.0,0.0,55.0
c0236,0.0,1.0,1.0,0.0,0.0,1.0,63.0
c0237,0.0,0.0,1.0,1.0,1.0,0.0,44.0
c0238,0.0,1.0,1.0,0.0,0.0,0.0,20.0
c0239,1.0,1.0,1.0,0.0,1.0,1.0,243.0
c0240,0.0,1.0,1.0,0.0,0.0,1.0,76.0
c0241,1.0,1.0,1.0,0.0,0.0,0.0,60.0
c0242,0.0,1.0,1.0,0.0,0.0,0.0,56.0
c0243,0.0,0.0,1.0,1.0,0.0,0.0,173.0
c0244,1.0,1.0,1.0,0.0,0.0,1.0,47.0
c0245,0.0,1.0,1.0,1.0,1.0,0.0,136.0
c0246,0.0,1.0,1.0,1.0,0.0,0.0,79.0
c0247,1.0,1.0,1.0,1.0,0.0,0.0,205.0
c0248,1.0,1.0,1.0,0.0,0.0,0.0,34.0
c0249,1.0,1.0,1.0,0.0,0.0,0.0,0.0
c0250,0.0,1.0,1.0,0.0,0.0,0.0,4.0
c0251,0.0,0.0,1.0,1.0,0.0,1.0,188.0
c0252,0.0,1.0,1.0,0.0,0.0,0.0,4.0
c0253,0.0,0.0,1.0,0.0,0.0,1.0,73.0
c0254,0.0,1.0,1.0,0.0,1.0,0.0,81.0
c0255,0.0,1.0,1.0,0.0,1.0,1.0,59.0
c0256,1.0,1.0,1.0,0.0,0.0,0.0,32.0
c0257,0.0,1.0,1.0,1.0,1.0,1.0,101.0
c0258,1.0,1.0,1.0,0.0,0.0,1.0,60.0
c0259,1.0,0.0,1.0,0.0,0.0,0.0,152.0
c0260,0.0,1.0,1.0,0.0,0.0,1.0,78.0
c0261,0.0,1.0,1.0,0.0,0.0,0.0,69.0
c0262,1.0,0.0,1.0,0.0,0.0,1.0,184.0
c0263,0.0,0.0,1.0,0.0,0.0,1.0,32.0
c0264,1.0,1.0,1.0,0.0,0.0,0.0,8.0
c0265,0.0,1.0,1.0,0.0,0.0,0.0,3.0
c0266,1.0,1.0,1.0,0.0,0.0,0.0,77.0
c0267,0.0,1.0,1.0,0.0,0.0,0.0,29.0
c0268,1.0,0.0,1.0,0.0,0.0,0.0,95.0
c0269,0.0,1.0,1.0,0.0,0.0,1.0,106.0
c0270,0.0,0.0,1.0,0.0,0.0,1.0,34.0
c0271,0.0,0.0,1.0,1.0,1.0,0.0,69.0
c0272,0.0,0.0,1.0,0.0,0.0,1.0,198.0
c0273,1.0,1.0,1.0,0.0,0.0,0.0,30.0
c0274,1.0,1.0,1.0,0.0,0.0,0.0,57.0
c0275,1.0,0.0,1.0,1.0,1.0,0.0,115.0
c0276,0.0,0.0,1.0,0.0,0.0,0.0,55.0
c0277,1.0,1.0,1.0,0.0,0.0,1.0,27.0
c0278,1.0,1.0,1.0,0.0,0.0,1.0,269.0
c0279,1.0,1.0,1.0,0.0,0.0,1.0,88.0
c0280,1.0,1.0,1.0,0.0,0.0,1.0,100.0
c0281,0.0,1.0,1.0,1.0,0.0,1.0,83.0
c0282,0.0,0.0,1.0,0.0,0.0,0.0,78.0
c0283,1.0,1.0,1.0,0.0,0.0,1.0,65.0
c0284,0.0,1.0,1.0,1.0,0.0,1.0,138.0
c0285,0.0,1.0,1.0,0.0,0.0,0.0,88.0
c0286,1.0,1.0,1.0,0.0,0.0,0.0,242.0
c0287,1.0,1.0,1.0,0.0,0.0,0.0,132.0
c0288,1.0,1.0,1.0,0.0,0.0,0.0,66.0
c0289,0.0,0.0,1.0,0.0,0.0,0.0,15.0
c0290,0.0,1.0,1.0,0.0,0.0,0.0,47.0
c0291,0.0,0.0,1.0,0.0,0.0,1.0,13.0
c0292,0.0,1.0,1.0,1.0,0.0,1.0,70.0
c0293,1.0,1.0,1.0,0.0,0.0,0.0,72.0
c0294,1.0,1.0,1.0,0.0,0.0,0.0,3.0
c0295,1.0,1.0,1.0,0.0,0.0,1.0,1.0
c0296,0.0,0.0,1.0,0.0,1.0,1.0,67.0
c0297,1.0,0.0,1.0,1.0,0.0,0.0,24.0
c0298,1.0,0.0,1.0,0.0,0.0,1.0,0.0
c0299,0.0,1.0,1.0,0.0,0.0,0.0,0.0
c0300,1.0,1.0,1.0,0.0,0.0,0.0,109.0
c0301,1.0,0.0,1.0,0.0,0.0,0.0,0.0
c0302,0.0,0.0,1.0,1.0,1.0,0.0,179.0
c0303,0.0,1.0,1.0,1.0,0.0,1.0,51.0
c0304,1.0,1.0,1.0,1.0,0.0,1.0,22.0
c0305,0.0,0.0,0.0,1.0,0.0,1.0,61.0
c0306,0.0,1.0,0.0,1.0,0.0,1.0,9.0
c0307,0.0,1.0,1.0,0.0,0.0,1.0,76.0
c0308,0.0,0.0,1.0,1.0,0.0,0.0,86.0
c0309,1.0,1.0,1.0,0.0,0.0,0.0,98.0
c0310,1.0,1.0,1.0,0.0,0.0,0.0,77.0
c0311,1.0,1.0,1.0,0.0,0.0,0.0,43.0
c0312,1.0,0.0,1.0,0.0,0.0,1.0,121.0
c0313,1.0,0.0,1.0,0.0,0.0,1.0,30.0
c0314,1.0,1.0,1.0,0.0,0.0,1.0,105.0
c0315,0.0,0.0,1.0,0.0,0.0,0.0,0.0
c0316,0.0,0.0,1.0,1.0,0.0,0.0,140.0
c0317,1.0,1.0,1.0,0.0,0.0,1.0,73.0
c0318,0.0,1.0,1.0,0.0,0.0,0.0,48.0
c0319,1.0,1.0,1.0,1.0,0.0,1.0,57.0
c0320,0.0,1.0,1.0,0.0,0.0,1.0,59.0
c0321,0.0,1.0,1.0,0.0,0.0,0.0,43.0
c0322,1.0,1.0,1.0,0.0,0.0,0.0,1.0
c0323,1.0,1.0,1.0,1.0,0.0,0.0,68.0
c0324,0.0,0.0,1.0,0.0,0.0,0.0,63.0
c0325,1.0,1.0,1.0,1.0,1.0,0.0,98.0
c0326,1.0,1.0,1.0,1.0,0.0,0.0,48.0
c0327,1.0,1.0,1.0,0.0,0.0,1.0,96.0
c0328,0.0,1.0,1.0,1.0,0.0,1.0,97.0
c0329,1.0,0.0,1.0,0.0,0.0,0.0,3.0
c0330,1.0,1.0,1.0,0.0,0.0,0.0,6.0
c0331,1.0,1.0,1.0,0.0,0.0,1.0,83.0
c0332,0.0,1.0,1.0,0.0,0.0,0.0,76.0
c0333,0.0,0.0,1.0,1.0,0.0,0.0,39.0
c0334,0.0,0.0,1.0,1.0,0.0,0.0,98.0
c0335,1.0,1.0,1.0,1.0,0.0,0.0,46.0
c0336,0.0,1.0,1.0,0.0,1.0,0.0,57.0
c0337,0.0,0.0,1.0,0.0,0.0,0.0,0.0
c0338,1.0,1.0,1.0,0.0,1.0,0.0,103.0
c0339,0.0,0.0,1.0,0.0,0.0,0.0,1.0
c0340,0.0,0.0,1.0,0.0,0.0,0.0,80.0
c0341,1.0,1.0,1.0,0.0,0.0,0.0,84.0
c0342,1.0,1.0,1.0,1.0,0.0,0.0,90.0
c0343,0.0,1.0,1.0,1.0,0.0,0.0,57.0
c0344,0.0,1.0,1.0,0.0,0.0,1.0,36.0
c0345,0.0,1.0,1.0,1.0,0.0,1.0,71.0
c0346,0.0,1.0,1.0,0.0,0.0,0.0,2.0
c0347,0.0,1.0,1.0,0.0,0.0,0.0,88.0
c0348,0.0,1.0,0.0,1.0,0.0,1.0,13.0
c0349,0.0,0.0,1.0,1.0,0.0,0.0,269.0
c0350,1.0,1.0,1.0,0.0,0.0,0.0,69.0
c0351,0.0,0.0,1.0,0.0,0.0,1.0,206.0
c0352,1.0,0.0,1.0,0.0,0.0,1.0,50.0
c0353,0.0,0.0,1.0,0.0,1.0,0.0,50.0
c0354,1.0,1.0,1.0,0.0,0.0,0.0,94.0
c0355,1.0,1.0,1.0,1.0,0.0,0.0,79.0
c0356,0.0,1.0,1.0,0.0,0.0,0.0,1.0
c0357,0.0,0.0,1.0,0.0,0.0,0.0,6.0
c0358,0.0,0.0,1.0,0.0,0.0,0.0,7.0
c0359,0.0,1.0,1.0,0.0,0.0,0.0,6.0
c0360,0.0,1.0,1.0,0.0,0.0,0.0,37.0
c0361,0.0,1.0,1.0,0.0,0.0,1.0,45.0
c0362,1.0,1.0,1.0,0.0,0.0,0.0,11.0
c0363,0.0,1.0,1.0,0.0,0.0,1.0,122.0
c0364,1.0,1.0,1.0,0.0,0.0,0.0,126.0
c0365,0.0,0.0,1.0,1.0,0.0,0.0,84.0
c0366,0.0,0.0,1.0,0.0,0.0,0.0,143.0
c0367,0.0,0.0,1.0,0.0,0.0,0.0,6.0
c0368,0.0,1.0,1.0,0.0,0.0,0.0,1.0
c0369,0.0,1.0,1.0,0.0,0.0,0.0,8.0
c0370,0.0,1.0,1.0,0.0,0.0,0.0,58.0
c0371,1.0,1.0,1.0,0.0,0.0,0.0,10.0
c0372,1.0,1.0,1.0,0.0,0.0,0.0,103.0
c0373,0.0,0.0,1.0,0.0,0.0,0.0,97.0
c0374,1.0,0.0,1.0,0.0,0.0,0.0,39.0
c0375,0.0,0.0,1.0,0.0,0.0,1.0,103.0
c0376,0.0,1.0,1.0,0.0,0.0,0.0,2.0
c0377,1.0,0.0,1.0,1.0,0.0,0.0,82.0
c0378,0.0,0.0,1.0,0.0,0.0,0.0,87.0
c0379,1.0,1.0,1.0,1.0,0.0,0.0,92.0
c0380,0.0,1.0,1.0,1.0,0.0,0.0,162.0
c0381,0.0,0.0,1.0,1.0,0.0,1.0,113.0
c0382,1.0,1.0,1.0,0.0,0.0,0.0,53.0
c0383,0.0,1.0,1.0,0.0,0.0,0.0,138.0
c0384,1.0,1.0,1.0,0.0,0.0,1.0,43.0
c0385,0.0,1.0,1.0,0.0,0.0,0.0,37.0
c0386,0.0,1.0,1.0,0.0,1.0,0.0,85.0
c0387,1.0,1.0,1.0,0.0,0.0,0.0,0.0
c0388,0.0,0.0,1.0,0.0,0.0,0.0,88.0
c0389,0.0,1.0,1.0,1.0,0.0,0.0,63.0
c0390,1.0,0.0,1.0,0.0,1.0,0.0,62.0
c0391,1.0,1.0,1.0,0.0,0.0,0.0,63.0
c0392,0.0,1.0,1.0,0.0,1.0,0.0,39.0
c0393,0.0,1.0,1.0,0.0,0.0,0.0,4.0
c0394,0.0,1.0,1.0,0.0,0.0,1.0,128.0
c0395,1.0,1.0,1.0,0.0,0.0,0.0,154.0
c0396,0.0,1.0,1.0,1.0,0.0,0.0,56.0
c0397,0.0,0.0,1.0,0.0,0.0,1.0,40.0
c0398,0.0,1.0,1.0,0.0,0.0,1.0,127.0
c0399,0.0,0.0,1.0,0.0,1.0,0.0,194.0
c0400,0.0,0.0,1.0,0.0,0.0,0.0,6.0
c0401,1.0,0.0,1.0,0.0,0.0,1.0,90.0
c0402,0.0,0.0,1.0,1.0,0.0,0.0,79.0
c0403,0.0,1.0,1.0,0.0,0.0,0.0,81.0
c0404,1.0,0.0,1.0,0.0,0.0,0.0,78.0
c0405,1.0,0.0,1.0,0.0,0.0,0.0,116.0
c0406,1.0,1.0,1.0,0.0,0.0,0.0,0.0
c0407,1.0,0.0,1.0,0.0,0.0,0.0,67.0
c0408,1.0,1.0,1.0,0.0,0.0,0.0,39.0
c0409,0.0,1.0,1.0,0.0,0.0,0.0,34.0
c0410,0.0,1.0,1.0,0.0,0.0,0.0,13.0
c0411,0.0,0.0,1.0,0.0,0.0,1.0,108.0
c0412,0.0,0.0,1.0,0.0,0.0,1.0,82.0
c0413,0.0,1.0,1.0,0.0,0.0,1.0,72.0
c0414,1.0,1.0,1.0,0.0,0.0,1.0,47.0
c0415,0.0,0.0,1.0,0.0,0.0,0.0,3.0
c0416,1.0,1.0,1.0,0.0,1.0,0.0,153.0
c0417,0.0,0.0,1.0,0.0,0.0,0.0,84.0
c0418,1.0,1.0,1.0,0.0,0.0,0.0,89.0
c0419,0.0,0.0,1.0,0.0,0.0,0.0,70.0
c0420,1.0,1.0,1.0,1.0,0.0,1.0,18.0
c0421,0.0,1.0,1.0,0.0,1.0,0.0,67.0
c0422,1.0,1.0,1.0,0.0,1.0,1.0,96.0
c0423,0.0,1.0,1.0,0.0,0.0,0.0,130.0
c0424,0.0,1.0,1.0,0.0,1.0,0.0,0.0
c0425,0.0,1.0,1.0,0.0,0.0,1.0,60.0
c0426,0.0,1.0,1.0,0.0,0.0,0.0,13.0
c0427,0.0,1.0,1.0,0.0,0.0,0.0,81.0
c0428,0.0,0.0,1.0,1.0,0.0,1.0,95.0
c0429,1.0,1.0,1.0,0.0,0.0,0.0,2.0
c0430,0.0,1.0,1.0,1.0,0.0,0.0,90.0
c0431,0.0,0.0,1.0,1.0,0.0,1.0,67.0
c0432,0.0,1.0,1.0,0.0,1.0,1.0,114.0
c0433,0.0,1.0,1.0,1.0,0.0,1.0,9.0
c0434,1.0,0.0,1.0,0.0,0.0,0.0,122.0
